apartment_number,room_number,x_center,y_center,z_center,n_windowarea,e_windowarea,s_windowarea,w_windowarea,9am_mean_fraction_body_sunlight_exposure,9am_mean_indoor_mrt,9am_working_mean_pmv,9am_cooking_mean_pmv,9am_sleeping_mean_pmv,9am_sitting_mean_pmv,12pm_mean_fraction_body_sunlight_exposure,12pm_mean_indoor_mrt,12pm_working_mean_pmv,12pm_cooking_mean_pmv,12pm_sleeping_mean_pmv,12pm_sitting_mean_pmv,3pm_mean_fraction_body_sunlight_exposure,3pm_mean_indoor_mrt,3pm_working_mean_pmv,3pm_cooking_mean_pmv,3pm_sleeping_mean_pmv,3pm_sitting_mean_pmv,6pm_mean_fraction_body_sunlight_exposure,6pm_mean_indoor_mrt,6pm_working_mean_pmv,6pm_cooking_mean_pmv,6pm_sleeping_mean_pmv,6pm_sitting_mean_pmv,9pm_mean_fraction_body_sunlight_exposure,9pm_mean_indoor_mrt,9pm_working_mean_pmv,9pm_cooking_mean_pmv,9pm_sleeping_mean_pmv,9pm_sitting_mean_pmv
72,0,-28.708038,59.376091,3,0,0,0,0,0,22.158452,-0.635841,0.519712,-2.30219,-0.953528,0,22.221714,-0.748508,0.439944,-2.474459,-1.076588,0,22.295578,-0.789625,0.410151,-2.538118,-1.121317,0,22.188276,-0.791229,0.410426,-2.538886,-1.123452,0,22,-0.733488,0.453381,-2.448181,-1.060938
72,1,-25.708038,59.376091,3,0,3.5,2.292003,0,0.444444,26.279676,-0.087969,0.855006,-1.524855,-0.340984,0.194444,24.266759,-0.476373,0.60628,-2.088644,-0.772242,0.083333,23.780189,-0.591352,0.531077,-2.2574,-0.899812,0,22.834259,-0.704464,0.462978,-2.417074,-1.026233,0,22,-0.733488,0.453381,-2.448181,-1.060938
72,2,-28.708038,56.376091,3,0,3.5,0,0,0.444444,25.929852,-0.135063,0.826542,-1.590561,-0.393744,0.111111,23.226839,-0.615003,0.521684,-2.284797,-0.927323,0,22.657155,-0.740967,0.439664,-2.469795,-1.066874,0,22.418591,-0.760333,0.42913,-2.495515,-1.088831,0,22,-0.733488,0.453381,-2.448181,-1.060938
73,0,-25.708038,14.376091,3,0,0,0,0,0,22.300961,-0.616795,0.53117,-2.275451,-0.932182,0,22.421119,-0.721833,0.455992,-2.43701,-1.046691,0,22.561416,-0.754021,0.431665,-2.488136,-1.081415,0,22.357608,-0.768588,0.424071,-2.5071,-1.098077,0,22,-0.733488,0.453381,-2.448181,-1.060938
73,1,-22.708038,14.376091,3,0,0,2.292003,0,0,22.345152,-0.610837,0.534825,-2.267088,-0.925505,0.083333,23.033383,-0.640623,0.505941,-2.321273,-0.955945,0.083333,23.11432,-0.680772,0.476795,-2.383546,-0.999592,0,22.410117,-0.761493,0.428456,-2.497142,-1.090129,0,22,-0.733488,0.453381,-2.448181,-1.060938
73,2,-25.708038,11.376091,3,0,3.5,3.5,0,0.444444,26.691401,-0.03251,0.888491,-1.447257,-0.278924,0.222222,25.02634,-0.374536,0.668258,-1.94524,-0.658338,0.111111,24.705048,-0.467487,0.606687,-2.082309,-0.761474,0,23.323479,-0.63868,0.502875,-2.324518,-0.952752,0,22,-0.733488,0.453381,-2.448181,-1.060938
73,3,-28.708038,14.376091,3,0,0,2.292003,0,0,22.536618,-0.585178,0.550333,-2.231064,-0.89675,0.083333,23.301291,-0.604702,0.527642,-2.270967,-0.915695,0.083333,23.471482,-0.632805,0.505812,-2.316303,-0.945845,0,22.637621,-0.730976,0.446887,-2.454297,-1.055932,0,22,-0.733488,0.453381,-2.448181,-1.060938
74,0,-16.708038,26.376091,3,0,0,0,0,0,22.243898,-0.624427,0.526579,-2.286165,-0.940735,0,22.341274,-0.732524,0.44956,-2.452019,-1.058673,0,22.454971,-0.768295,0.422983,-2.508174,-1.097413,0.027778,22.436708,-0.758215,0.430631,-2.491864,-1.086536,0,22,-0.733488,0.453381,-2.448181,-1.060938
74,1,-19.708038,26.376091,3,2.292003,0,0,3.5,0,22.883243,-0.538541,0.578625,-2.165588,-0.844495,0,23.235875,-0.612174,0.522498,-2.282796,-0.924204,0.111111,24.274903,-0.525205,0.571452,-2.164105,-0.825793,0.611111,26.281361,-0.248612,0.74416,-1.76298,-0.517234,0,22,-0.733488,0.453381,-2.448181,-1.060938
74,2,-16.708038,29.376091,3,3.5,0,0,3.5,0,22.804365,-0.54923,0.572192,-2.180603,-0.856469,0,23.125505,-0.627061,0.513459,-2.303946,-0.94059,0.111111,24.127763,-0.544804,0.559385,-2.192203,-0.847521,0.583333,26.040733,-0.28061,0.724582,-1.80844,-0.552975,0,22,-0.733488,0.453381,-2.448181,-1.060938
74,3,-13.708038,26.376091,3,2.292003,0,0,0,0,22.297535,-0.617225,0.530959,-2.276055,-0.932664,0,22.416326,-0.722419,0.455733,-2.437834,-1.047351,0,22.555026,-0.754784,0.431253,-2.489203,-1.082276,0,22.353538,-0.769092,0.423791,-2.507809,-1.098644,0,22,-0.733488,0.453381,-2.448181,-1.060938
75,0,-19.708038,56.376091,3,0,0,0,0,0,22.234597,-0.625661,0.52586,-2.287898,-0.942118,0,22.328259,-0.734247,0.448523,-2.454439,-1.060606,0,22.43762,-0.770589,0.421627,-2.511393,-1.099984,0,22.278753,-0.779126,0.417731,-2.521894,-1.109888,0,22,-0.733488,0.453381,-2.448181,-1.060938
75,1,-16.708038,56.376091,3,0,0,2.292003,0,0,22.180366,-0.632898,0.521482,-2.298059,-0.95023,0.083333,22.802806,-0.671508,0.487275,-2.364551,-0.990554,0.083333,22.806925,-0.721941,0.45191,-2.44122,-1.045721,0,22.214314,-0.787727,0.412556,-2.533971,-1.119528,0,22,-0.733488,0.453381,-2.448181,-1.060938
75,2,-19.708038,53.376091,3,0,3.5,3.5,0,0.444444,26.312735,-0.083611,0.857635,-1.518612,-0.336097,0.222222,24.496493,-0.445902,0.625,-2.045154,-0.738178,0.111111,23.998681,-0.562114,0.548807,-2.216445,-0.86687,0,22.873541,-0.699252,0.466135,-2.409763,-1.020385,0,22,-0.733488,0.453381,-2.448181,-1.060938
75,3,-22.708038,56.376091,3,2.292003,0,2.292003,3.5,0,22.995556,-0.523411,0.587796,-2.144349,-0.827548,0.083333,23.943459,-0.518097,0.580105,-2.149243,-0.818994,0.194444,24.954882,-0.434813,0.626781,-2.035615,-0.725018,0.444444,25.533394,-0.346959,0.683191,-1.904833,-0.626988,0,22,-0.733488,0.453381,-2.448181,-1.060938
76,0,-19.708038,65.376091,3,0,0,0,0,0,22.422154,-0.600574,0.540953,-2.252679,-0.914002,0,22.590698,-0.6991,0.469739,-2.405097,-1.021214,0,22.787492,-0.723661,0.450189,-2.445516,-1.047392,0.027778,22.648516,-0.729851,0.447694,-2.452044,-1.054747,0,22,-0.733488,0.453381,-2.448181,-1.060938
76,1,-22.708038,65.376091,3,2.292003,0,0,0,0,22.509149,-0.588843,0.548151,-2.23621,-0.900858,0,22.712426,-0.682622,0.479798,-2.381949,-1.002861,0,22.949773,-0.701883,0.463385,-2.414495,-1.023148,0.055556,22.898788,-0.696406,0.46827,-2.404391,-1.017355,0,22,-0.733488,0.453381,-2.448181,-1.060938
76,2,-19.708038,68.376091,3,3.5,0,0,3.5,0,23.22552,-0.492465,0.606492,-2.100886,-0.792969,0,23.714805,-0.547972,0.56173,-2.191906,-0.85256,0.111111,24.913391,-0.440024,0.623813,-2.042456,-0.730818,0.583333,26.541158,-0.213726,0.765083,-1.714723,-0.478298,0,22,-0.733488,0.453381,-2.448181,-1.060938
76,3,-16.708038,65.376091,3,2.292003,3.5,2.292003,0,0.444444,26.81064,-0.016344,0.898268,-1.42481,-0.260742,0.194444,25.009709,-0.376299,0.666945,-1.948072,-0.660511,0.083333,24.770656,-0.459205,0.612291,-2.068935,-0.752438,0,23.465162,-0.619461,0.51442,-2.297575,-0.931393,0,22,-0.733488,0.453381,-2.448181,-1.060938
77,0,-13.708038,35.376091,3,0,0,0,0,0.083333,22.885706,-0.539288,0.578834,-2.164988,-0.845589,0.027778,22.484192,-0.713659,0.461223,-2.424934,-1.037618,0,22.4009,-0.775533,0.418652,-2.518335,-1.105523,0,22.255363,-0.782264,0.415819,-2.526301,-1.113406,0,22,-0.733488,0.453381,-2.448181,-1.060938
77,1,-13.708038,32.376091,3,0,0,3.5,2.292003,0,22.574272,-0.580069,0.553545,-2.223898,-0.89103,0.111111,23.537455,-0.573233,0.546986,-2.226207,-0.880526,0.194444,24.169014,-0.54038,0.562713,-2.184012,-0.842749,0.416667,24.885912,-0.433906,0.630313,-2.027647,-0.724271,0,22,-0.733488,0.453381,-2.448181,-1.060938
77,2,-16.708038,35.376091,3,0,0,3.5,3.5,0,22.876724,-0.539451,0.578077,-2.166868,-0.845517,0.111111,23.96066,-0.516428,0.581449,-2.146127,-0.817095,0.222222,24.890034,-0.443836,0.621384,-2.048233,-0.73471,0.555556,25.979808,-0.288644,0.719445,-1.820568,-0.561906,0,22,-0.733488,0.453381,-2.448181,-1.060938
77,3,-13.708038,38.376091,3,0,0,0,2.292003,0,22.380948,-0.606034,0.537761,-2.260347,-0.920125,0,22.53304,-0.706726,0.465198,-2.4158,-1.029768,0.083333,23.181092,-0.671809,0.482194,-2.370998,-0.989548,0.416667,24.6562,-0.464327,0.61195,-2.070016,-0.758343,0,22,-0.733488,0.453381,-2.448181,-1.060938
78,0,-13.708038,44.376091,3,0,0,0,0,0.083333,22.883493,-0.539583,0.578657,-2.165402,-0.84592,0.027778,22.481095,-0.714071,0.460974,-2.425514,-1.038081,0,22.396771,-0.776083,0.418297,-2.519107,-1.10614,0,22.252733,-0.782615,0.415609,-2.526793,-1.113798,0,22,-0.733488,0.453381,-2.448181,-1.060938
78,1,-13.708038,41.376091,3,0,0,0,2.292003,0,22.371556,-0.607286,0.536985,-2.262103,-0.921528,0,22.519898,-0.708477,0.464145,-2.418258,-1.031732,0.083333,23.163573,-0.674154,0.480785,-2.374302,-0.992177,0.416667,24.64504,-0.465812,0.611056,-2.072101,-0.760007,0,22,-0.733488,0.453381,-2.448181,-1.060938
78,2,-16.708038,44.376091,3,0,0,3.5,3.5,0,22.998275,-0.52311,0.587955,-2.143926,-0.827214,0.111111,24.13074,-0.493563,0.595364,-2.113972,-0.791525,0.222222,25.116777,-0.413298,0.639952,-2.005355,-0.700602,0.555556,26.124238,-0.269368,0.731048,-1.79363,-0.540312,0,22,-0.733488,0.453381,-2.448181,-1.060938
78,3,-13.708038,47.376091,3,0,0,0,2.292003,0,22.302262,-0.616593,0.531339,-2.275169,-0.931956,0,22.42294,-0.721534,0.456265,-2.436593,-1.04636,0.083333,23.034312,-0.691521,0.470249,-2.39859,-1.011633,0.388889,24.415801,-0.496184,0.592439,-2.115306,-0.793956,0,22,-0.733488,0.453381,-2.448181,-1.060938
79,0,-19.708038,14.376091,3,0,0,0,0,0,22.320921,-0.614129,0.532774,-2.271708,-0.929194,0,22.449048,-0.718099,0.458238,-2.431768,-1.042506,0,22.59865,-0.74904,0.434685,-2.481143,-1.075831,0,22.381325,-0.765419,0.425978,-2.502651,-1.094526,0,22,-0.733488,0.453381,-2.448181,-1.060938
79,1,-16.708038,14.376091,3,0,0,2.292003,0,0,22.521703,-0.587153,0.549145,-2.233835,-0.898963,0.083333,23.280421,-0.607471,0.52598,-2.274883,-0.918801,0.083333,23.44366,-0.636513,0.503494,-2.32155,-0.950003,0,22.619898,-0.73332,0.445454,-2.457585,-1.058584,0,22,-0.733488,0.453381,-2.448181,-1.060938
79,2,-19.708038,11.376091,3,0,3.5,3.5,0,0.444444,26.87422,-0.007787,0.903426,-1.412807,-0.251261,0.222222,25.282149,-0.340002,0.689186,-1.896828,-0.619783,0.111111,25.04608,-0.422215,0.634713,-2.017119,-0.710999,0,23.540708,-0.609434,0.520666,-2.283277,-0.920214,0,22,-0.733488,0.453381,-2.448181,-1.060938
80,0,-19.708038,20.376091,3,0,0,0,0,0,22.107975,-0.642578,0.515659,-2.311648,-0.961078,0,22.151084,-0.757939,0.43427,-2.487699,-1.087157,0,22.201418,-0.802203,0.402583,-2.555777,-1.135415,0,22.128298,-0.799235,0.405609,-2.550127,-1.132426,0,22,-0.733488,0.453381,-2.448181,-1.060938
80,1,-19.708038,23.376091,3,0,0,0,3.5,0,22.342775,-0.611147,0.534662,-2.267525,-0.925853,0,22.479627,-0.713891,0.46091,-2.425863,-1.037797,0.111111,23.266708,-0.660658,0.48921,-2.354715,-0.977135,0.444444,24.757746,-0.450729,0.620478,-2.050088,-0.743179,0,22,-0.733488,0.453381,-2.448181,-1.060938
81,0,-13.708038,17.376091,3,0,0,0,0,0,22.449815,-0.596874,0.543179,-2.247485,-0.909856,0,22.629403,-0.693916,0.472882,-2.39782,-1.015404,0,22.83909,-0.71674,0.454471,-2.4358,-1.039633,0.083333,22.97519,-0.686634,0.474324,-2.390077,-1.006482,0,22,-0.733488,0.453381,-2.448181,-1.060938
81,1,-13.708038,20.376091,3,0,2.292003,0,0,0.333333,25.138857,-0.239888,0.762106,-1.739978,-0.510865,0.083333,23.18804,-0.619901,0.518424,-2.292285,-0.932727,0,22.850032,-0.715243,0.455251,-2.43342,-1.038112,0,22.541449,-0.743877,0.439079,-2.472408,-1.070386,0,22,-0.733488,0.453381,-2.448181,-1.060938
81,2,-10.708038,17.376091,3,3.5,3.5,0,0,0.444444,26.745883,-0.025099,0.892975,-1.437104,-0.270547,0.111111,24.368667,-0.461246,0.614817,-2.069222,-0.75532,0,24.179388,-0.53745,0.564205,-2.180453,-0.839859,0,23.388215,-0.63,0.508122,-2.312219,-0.943061,0,22,-0.733488,0.453381,-2.448181,-1.060938
81,3,-13.708038,14.376091,3,0,2.292003,3.5,0,0.333333,25.912053,-0.135567,0.825187,-1.594445,-0.393992,0.194444,25.003839,-0.377143,0.666538,-1.949276,-0.661367,0.111111,24.919653,-0.439188,0.624366,-2.04133,-0.729795,0,23.460177,-0.620409,0.514051,-2.29844,-0.932544,0,22,-0.733488,0.453381,-2.448181,-1.060938
82,0,-10.708038,62.376091,3,0,0,0,0,0,22.517924,-0.58775,0.548668,-2.234676,-0.899629,0,22.724703,-0.681124,0.480695,-2.379863,-1.001068,0,22.966141,-0.699648,0.464845,-2.411808,-1.020486,0,22.615407,-0.734048,0.444874,-2.458613,-1.059368,0,22,-0.733488,0.453381,-2.448181,-1.060938
82,1,-13.708038,62.376091,3,2.292003,0,0,3.5,0,22.876625,-0.539435,0.578063,-2.166845,-0.845503,0,23.226614,-0.613427,0.521717,-2.284565,-0.925546,0.111111,24.262557,-0.526862,0.570406,-2.166508,-0.827679,0.555556,25.97969,-0.288583,0.719475,-1.820455,-0.561837,0,22,-0.733488,0.453381,-2.448181,-1.060938
82,2,-10.708038,65.376091,3,3.5,0,0,3.5,0,23.116998,-0.507089,0.597645,-2.121423,-0.809334,0,23.562955,-0.568357,0.549338,-2.220769,-0.87523,0.111111,24.710951,-0.467112,0.607233,-2.080932,-0.760997,0.472222,25.824596,-0.308323,0.70688,-1.849809,-0.583975,0,22,-0.733488,0.453381,-2.448181,-1.060938
82,3,-7.708038,62.376091,3,2.292003,3.5,0,0,0.444444,26.779184,-0.020603,0.895708,-1.430805,-0.265523,0.111111,24.415264,-0.455147,0.618645,-2.060333,-0.748533,0,24.241508,-0.529283,0.569302,-2.168566,-0.830626,0,23.427784,-0.624648,0.511413,-2.304705,-0.937228,0,22,-0.733488,0.453381,-2.448181,-1.060938
83,0,-13.708038,56.376091,3,0,0,0,0,0,22.048282,-0.650541,0.510868,-2.322829,-0.970004,0,22.067559,-0.769085,0.427564,-2.503348,-1.099649,0,22.090066,-0.817067,0.39364,-2.576646,-1.152074,0,22.05737,-0.808699,0.399916,-2.563414,-1.143032,0,22,-0.733488,0.453381,-2.448181,-1.060938
83,1,-13.708038,53.376091,3,0,0,0,0,0,22.008951,-0.655795,0.507707,-2.330205,-0.975892,0,22.012525,-0.776442,0.423114,-2.513678,-1.107895,0,22.016698,-0.826885,0.387711,-2.590429,-1.163076,0,22.010636,-0.814944,0.396159,-2.572181,-1.150032,0,22,-0.733488,0.453381,-2.448181,-1.060938
84,0,-7.708038,35.376091,3,0,0,0,0,0,22.358103,-0.609156,0.535766,-2.264726,-0.923621,0,22.501074,-0.711132,0.46243,-2.421987,-1.034697,0,22.668009,-0.739737,0.440353,-2.468083,-1.065405,0.055556,22.719311,-0.720622,0.453545,-2.438419,-1.044487,0,22,-0.733488,0.453381,-2.448181,-1.060938
84,1,-7.708038,38.376091,3,0,2.292003,0,0,0.333333,25.173072,-0.235259,0.764926,-1.733553,-0.50568,0.083333,23.235916,-0.613447,0.522382,-2.283257,-0.925498,0,22.913859,-0.706717,0.460487,-2.421257,-1.028563,0,22.582105,-0.738395,0.442377,-2.46471,-1.06425,0,22,-0.733488,0.453381,-2.448181,-1.060938
84,2,-4.708038,35.376091,3,3.5,3.5,0,0,0.444444,26.809268,-0.016544,0.898152,-1.425133,-0.260962,0.111111,24.457358,-0.449289,0.622086,-2.052408,-0.741992,0,24.297627,-0.521699,0.573864,-2.157873,-0.822291,0,23.463531,-0.619891,0.514293,-2.297927,-0.931783,0,22,-0.733488,0.453381,-2.448181,-1.060938
84,3,-7.708038,32.376091,3,0,2.292003,0,0,0.333333,25.216121,-0.229508,0.768386,-1.725483,-0.499235,0.083333,23.296151,-0.605392,0.527226,-2.271931,-0.916469,0,22.994162,-0.695923,0.466968,-2.40619,-1.016465,0,22.633256,-0.731563,0.44651,-2.455121,-1.05659,0,22,-0.733488,0.453381,-2.448181,-1.060938
85,0,-7.708038,44.376091,3,0,0,0,0,0,22.355931,-0.609447,0.535591,-2.265134,-0.923946,0,22.498036,-0.711539,0.462185,-2.422559,-1.035154,0,22.663958,-0.74028,0.440026,-2.468847,-1.066014,0.055556,22.716731,-0.720963,0.453339,-2.438895,-1.044869,0,22,-0.733488,0.453381,-2.448181,-1.060938
85,1,-7.708038,47.376091,3,0,2.292003,0,0,0.333333,25.173072,-0.235259,0.764926,-1.733553,-0.50568,0.083333,23.235916,-0.613447,0.522382,-2.283257,-0.925498,0,22.913859,-0.706717,0.460487,-2.421257,-1.028563,0,22.582105,-0.738395,0.442377,-2.46471,-1.06425,0,22,-0.733488,0.453381,-2.448181,-1.060938
85,2,-4.708038,44.376091,3,3.5,3.5,0,0,0.444444,26.809268,-0.016544,0.898152,-1.425133,-0.260962,0.111111,24.457358,-0.449289,0.622086,-2.052408,-0.741992,0,24.297627,-0.521699,0.573864,-2.157873,-0.822291,0,23.463531,-0.619891,0.514293,-2.297927,-0.931783,0,22,-0.733488,0.453381,-2.448181,-1.060938
85,3,-7.708038,41.376091,3,0,2.292003,0,0,0.333333,25.218292,-0.229218,0.768561,-1.725075,-0.49891,0.083333,23.29919,-0.604985,0.527471,-2.271359,-0.916013,0,22.998212,-0.695379,0.467295,-2.405427,-1.015855,0,22.635836,-0.731218,0.446718,-2.454636,-1.056203,0,22,-0.733488,0.453381,-2.448181,-1.060938
86,0,-7.708038,26.376091,3,0,0,0,0,0,22.478509,-0.593032,0.54549,-2.24209,-0.905549,0,22.669552,-0.68853,0.476169,-2.390259,-1.009367,0,22.892615,-0.709544,0.458822,-2.4257,-1.031571,0.055556,22.86238,-0.701463,0.465121,-2.411535,-1.023015,0,22,-0.733488,0.453381,-2.448181,-1.060938
86,1,-7.708038,29.376091,3,0,2.292003,0,0,0.333333,25.220843,-0.228859,0.768779,-1.724591,-0.498509,0.083333,23.302759,-0.604491,0.527771,-2.270683,-0.91546,0,23.002971,-0.694756,0.467706,-2.404467,-1.015162,0,22.638867,-0.730794,0.446997,-2.454041,-1.055732,0,22,-0.733488,0.453381,-2.448181,-1.060938
86,2,-4.708038,26.376091,3,3.5,3.5,0,0,0.444444,26.815687,-0.015683,0.898694,-1.423924,-0.259996,0.111111,24.466341,-0.44808,0.622813,-2.050712,-0.740638,0,24.309601,-0.520084,0.574836,-2.155604,-0.820482,0,23.471158,-0.618866,0.514934,-2.296488,-0.930634,0,22,-0.733488,0.453381,-2.448181,-1.060938
86,3,-7.708038,23.376091,3,0,2.292003,3.5,0,0.333333,25.842677,-0.145009,0.819512,-1.607564,-0.404566,0.194444,24.906765,-0.390207,0.658572,-1.967711,-0.675925,0.111111,24.790239,-0.456285,0.613698,-2.06614,-0.748905,0,23.377743,-0.631358,0.507315,-2.314214,-0.944686,0,22,-0.733488,0.453381,-2.448181,-1.060938
87,0,-7.708038,53.376091,3,0,0,0,0,0,22.312604,-0.61524,0.532106,-2.273268,-0.930439,0,22.43741,-0.719655,0.457302,-2.433953,-1.04425,0,22.583135,-0.751116,0.433484,-2.484058,-1.078158,0.055556,22.665249,-0.727844,0.449198,-2.44855,-1.052581,0,22,-0.733488,0.453381,-2.448181,-1.060938
87,1,-7.708038,56.376091,3,0,2.292003,0,0,0.333333,25.024197,-0.255284,0.752828,-1.761491,-0.528115,0.083333,23.027602,-0.641413,0.50545,-2.322423,-0.956831,0,22.636144,-0.743837,0.43791,-2.473832,-1.070045,0,22.405208,-0.762148,0.428062,-2.498062,-1.090863,0,22,-0.733488,0.453381,-2.448181,-1.060938
87,2,-4.708038,53.376091,3,3.5,3.5,0,0,0.444444,26.699896,-0.031307,0.889232,-1.445763,-0.277502,0.111111,24.304321,-0.469913,0.609534,-2.081451,-0.764917,0,24.093605,-0.548821,0.55714,-2.196818,-0.852546,0,23.333574,-0.63739,0.503663,-2.32257,-0.951329,0,22,-0.733488,0.453381,-2.448181,-1.060938
87,3,-7.708038,50.376091,3,0,2.292003,0,0,0.333333,25.203092,-0.231257,0.767332,-1.727927,-0.501194,0.083333,23.277921,-0.607837,0.525755,-2.275363,-0.919209,0,22.969858,-0.699189,0.465003,-2.410774,-1.020124,0,22.617775,-0.733638,0.445215,-2.458033,-1.058915,0,22,-0.733488,0.453381,-2.448181,-1.060938
88,0,-7.708038,59.376091,3,0,0,0,0,0,22.241126,-0.624792,0.526359,-2.286679,-0.941145,0,22.337394,-0.733034,0.449253,-2.452735,-1.059245,0,22.449798,-0.768971,0.422647,-2.509124,-1.09817,0.083333,22.72722,-0.719768,0.454378,-2.436549,-1.043614,0,22,-0.733488,0.453381,-2.448181,-1.060938
88,1,-4.708038,59.376091,3,3.5,2.292003,0,0,0.333333,25.838937,-0.145498,0.819198,-1.608073,-0.405164,0.083333,24.167625,-0.488157,0.598481,-2.106845,-0.785593,0,24.15597,-0.540857,0.562325,-2.184663,-0.843654,0,23.373299,-0.632045,0.506984,-2.314931,-0.945486,0,22,-0.733488,0.453381,-2.448181,-1.060938
89,0,-13.708038,50.376091,3,0,0,0,0,0.083333,22.815235,-0.548704,0.573168,-2.178196,-0.856141,0.027778,22.385586,-0.726835,0.453295,-2.443434,-1.052386,0,22.269442,-0.793114,0.408052,-2.543016,-1.125227,0,22.171628,-0.79345,0.40909,-2.542005,-1.125942,0,22,-0.733488,0.453381,-2.448181,-1.060938
89,1,-16.708038,50.376091,3,0,0,3.5,2.292003,0,22.707236,-0.562238,0.56432,-2.198864,-0.871047,0.111111,23.723505,-0.548232,0.562078,-2.191095,-0.852602,0.194444,24.417047,-0.507108,0.582856,-2.137423,-0.805484,0.416667,25.043903,-0.412806,0.643049,-1.998108,-0.70063,0,22,-0.733488,0.453381,-2.448181,-1.060938
90,0,-40.708038,56.376091,3,0,0,0,0,0.083333,22.919594,-0.534751,0.581565,-2.158627,-0.840504,0.027778,22.531609,-0.707307,0.465044,-2.416021,-1.0305,0,22.464114,-0.767051,0.423802,-2.506428,-1.096017,0,22.295629,-0.776874,0.419062,-2.518733,-1.107364,0,22,-0.733488,0.453381,-2.448181,-1.060938
90,1,-43.708038,56.376091,3,0,0,3.5,2.292003,0,23.108207,-0.508237,0.596959,-2.123023,-0.810673,0.111111,24.284561,-0.472896,0.607967,-2.084902,-0.768426,0.194444,25.165021,-0.406753,0.644022,-1.995765,-0.693486,0.416667,25.520344,-0.349116,0.681602,-1.909163,-0.629278,0,22,-0.733488,0.453381,-2.448181,-1.060938
